"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","1890","7545","3","9","233","7.396825"
"2","Apex Legends","765","5340","6","13","163","12.784313"
"3","Chrono Trigger","615","4560","6","12","122","11.902439"
"4","Teamfight Tactics","525","1575","2","5","34","3.885714"
"5","Counter-Strike","495","3975","7","17","214","25.939393"
"6","PUBG: BATTLEGROUNDS","435","3225","7","13","84","11.586206"
"7","Quake Champions","105","645","6","8","47","26.857142"
"8","ORION: Prelude","60","360","6","7","8","8"
"9","Undead Horde","45","210","4","5","6","8"
"10","Yomawari: Night Alone","15","90","6","6","0","0"
