"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Super Mario Maker 2","1485","704775","545","1572","13860","560"
"2","Dragon Quest Builders 2","840","246975","335","682","7635","545.357142"
"3","Stardew Valley","810","820155","1009","1612","12043","892.074074"
"4","Phoenix Wright: Ace Attorney Trilogy","660","103050","158","427","3782","343.818181"
"5","Fire Emblem: Three Houses","630","148545","235","549","3391","322.95238"
"6","RPG Maker","480","174510","488","1558","4265","533.125"
"7","GRIS","210","108060","514","969","2008","573.714285"
"8","Monster Boy and the Cursed Kingdom","120","51420","428","634","542","271"
"9","Monster Hunter: World","105","53340","508","806","1940","1108.571428"
"10","Just Chatting","105","63705","588","916","1480","845.714285"
"11","A Dance of Fire and Ice","90","28950","321","341","733","488.666666"
"12","Twitch Sings","90","44355","492","1077","2068","1378.666666"
"13","Super Mario Bros. 3","30","1920","64","68","69","138"
