"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","PUBG: BATTLEGROUNDS","1185","10020","8","16","379","19.189873"
"2","The Witcher 3: Wild Hunt","705","4440","6","12","128","10.893617"
"3","Science & Technology","555","5130","9","29","220","23.783783"
"4","Dead Island","375","2085","5","10","41","6.56"
"5","Far Cry 5","240","1485","6","9","26","6.5"
"6","Witch It","180","1560","8","15","109","36.333333"
"7","Dead Island Definitive Collection","150","1035","7","12","19","7.6"
"8","skribbl.io","120","1560","13","15","9","4.5"
"9","Conqueror's Blade","75","345","4","6","16","12.8"
"10","Marbles on Stream","75","705","9","10","23","18.4"
"11","Counter-Strike: Global Offensive","60","405","6","8","4","4"
"12","Just Chatting","45","495","11","14","32","42.666666"
"13","Art","15","135","9","9","4","16"
"14","Dead Island: Riptide","15","105","7","7","4","16"
