"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Tom Clancy's Rainbow Six Siege","2025","38820","18","37","907","26.874074"
"2","PUBG: BATTLEGROUNDS","2025","32670","14","36","906","26.844444"
"3","Fortnite","165","3060","18","26","95","34.545454"
"4","Call of Duty: Black Ops 4","150","1980","9","20","42","16.8"
"5","Just Chatting","75","1230","14","23","29","23.2"
"6","Pacify","30","225","7","12","22","44"
