"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Overwatch","1695","3720","1","7","63","2.230088"
"2","Frostpunk","870","1755","1","4","25","1.724137"
"3","Project Zomboid","420","720","1","3","17","2.428571"
"4","Destiny","375","2010","4","10","23","3.68"
"5","The Occupation","375","795","1","3","9","1.44"
"6","Destiny 2","315","405","0","2","2","0.380952"
"7","League of Legends","240","180","0","3","7","1.75"
"8","Teamfight Tactics","225","300","1","3","7","1.866666"
"9","Jalopy","180","225","1","2","4","1.333333"
"10","Twitch Sings","135","375","2","3","3","1.333333"
"11","This War of Mine","105","345","3","6","6","3.428571"
