"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Teamfight Tactics","3660","62505","16","133","1823","29.885245"
"2","Just Chatting","2400","53430","19","40","3009","75.225"
"3","League of Legends","735","13290","18","30","311","25.387755"
"4","Overwatch","645","10785","17","30","307","28.558139"
"5","VA-11 HALL-A: Cyberpunk Bartender Action","300","3660","12","16","110","22"
"6","MapleStory","270","6015","14","52","562","124.888888"
"7","Paradigm","225","2670","11","16","110","29.333333"
"8","Keep Talking and Nobody Explodes","135","2205","16","21","47","20.888888"
"9","Wolfenstein: Youngblood","60","1230","20","24","90","90"
"10","Dead by Daylight","45","1110","24","31","55","73.333333"
"11","Unlisted on Twitch","45","930","20","22","67","89.333333"
"12","PUBG: BATTLEGROUNDS","30","765","25","30","26","52"
