"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","3180","8370","2","9","344","6.490566"
"2","Minecraft","1230","2700","1","7","114","5.560975"
"3","DARK SOULS III","840","3495","3","9","124","8.857142"
"4","Dead by Daylight","405","1260","2","6","48","7.111111"
"5","Super Mario Maker 2","180","915","4","8","50","16.666666"
"6","Tom Clancy's Rainbow Six Siege","120","135","1","2","5","2.5"
"7","Darksiders III","120","435","3","6","16","8"
"8","Youtubers Life","90","255","2","5","19","12.666666"
"9","Pokémon HeartGold/SoulSilver","90","375","3","6","14","9.333333"
"10","Dying Light","75","180","2","5","8","6.4"
"11","Dark Souls","75","135","1","2","2","1.6"
"12","Death Road to Canada","75","90","1","2","10","8"
"13","Hero Siege","60","375","6","7","11","11"
"14","Teamfight Tactics","60","105","1","2","3","3"
"15","DOOM","60","120","2","4","17","17"
"16","Terraria","45","195","4","5","16","21.333333"
"17","Just Chatting","45","120","3","5","12","16"
"18","Forager","30","75","2","3","4","8"
"19","Beat Saber","30","45","1","2","9","18"
"20","Sekiro: Shadows Die Twice","30","120","4","5","6","12"
"21","The Witcher 3: Wild Hunt","15","30","2","2","0","0"
