"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Minecraft","2250","7260","2","7","158","4.213333"
"2","Counter-Strike","480","1260","2","5","60","7.5"
"3","Teamfight Tactics","405","1125","2","7","18","2.666666"
"4","League of Legends","240","360","1","3","19","4.75"
"5","Tom Clancy's Rainbow Six Siege","150","495","3","5","9","3.6"
"6","Overwatch","90","255","2","5","18","12"
"7","Fortnite","90","450","5","6","7","4.666666"
"8","Apex Legends","75","270","3","6","4","3.2"
"9","Garry's Mod","60","180","2","7","14","14"
"10","PUBG: BATTLEGROUNDS","15","75","5","5","3","12"
"11","Just Chatting","15","45","3","3","6","24"
