"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","2715","36075","13","25","1007","22.254143"
"2","League of Legends","1785","21420","11","27","991","33.310924"
"3","Teamfight Tactics","1110","13665","11","23","338","18.27027"
"4","Dead by Daylight","840","16200","18","31","542","38.714285"
"5","Rust","660","8415","12","21","311","28.272727"
"6","Just Chatting","510","3255","5","12","462","54.352941"
"7","Art","315","4065","13","16","127","24.190476"
"8","SOMA","165","1875","11","15","110","40"
"9","Friday the 13th: The Game","150","3750","25","30","95","38"
"10","Overwatch","105","1500","14","22","92","52.571428"
"11","Apex Legends","90","1395","15","19","53","35.333333"
"12","Music","15","135","9","9","21","84"
