"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","1410","1502175","1055","6144","74259","3159.957446"
"2","Satisfactory","765","776370","1044","1992","34103","2674.745098"
"3","Minecraft","735","905775","1229","1737","39502","3224.653061"
"4","Heavy Rain","525","552045","963","1712","22631","2586.4"
"5","Visage","450","504825","1192","1438","22145","2952.666666"
"6","Don't Starve","240","455910","1671","3370","11666","2916.5"
"7","Travel & Outdoors","210","230025","1108","1536","8166","2333.142857"
"8","Sea of Solitude","195","212490","1106","1220","7591","2335.692307"
"9","God's Basement","180","185745","974","1246","6163","2054.333333"
"10","Spore","150","243600","1624","1764","6858","2743.2"
"11","Cuphead","120","110205","918","1020","4904","2452"
"12","Viscera Cleanup Detail","90","79545","883","983","3862","2574.666666"
"13","Subnautica: Below Zero","90","111315","1236","1376","5755","3836.666666"
"14","Ori and the Blind Forest","75","88395","1178","1258","3055","2444"
"15","Perception","45","50445","1121","1184","2143","2857.333333"
"16","Remnant: From the Ashes","45","24450","543","694","586","781.333333"
"17","The Stanley Parable Mod","30","34320","1144","1174","4048","8096"
"18","Unlisted on Twitch","15","15375","1025","1025","1520","6080"
"19","The Cycle","15","13200","880","880","1756","7024"
