"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Art","510","4575","9","25","258","30.352941"
"2","Twitch Sings","240","1185","4","8","57","14.25"
"3","Overwatch","105","1020","9","13","30","17.142857"
