"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Dragon Ball Legends","195","4590","23","40","55","16.923076"
"2","Fire Emblem: Three Houses","105","450","4","5","11","6.285714"
