"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Crash Team Racing Nitro-Fueled","1890","9570","4","12","94","2.984126"
"2","Dead by Daylight","1545","11955","7","70","396","15.37864"
"3","Dauntless","1530","10770","6","31","215","8.431372"
"4","Paladins","1065","4170","3","9","72","4.056338"
"5","Team Sonic Racing","585","3675","5","20","75","7.692307"
"6","Star Wars Battlefront II","375","2370","4","11","36","5.76"
"7","Fortnite","330","1395","3","9","50","9.090909"
"8","Brawlhalla","300","2235","7","13","22","4.4"
"9","Days Gone","300","1065","3","6","7","1.4"
"10","Detroit: Become Human","240","795","3","5","12","3"
"11","Injustice 2","240","1200","5","8","20","5"
"12","War Thunder","225","1530","6","12","24","6.4"
"13","Unlisted on Twitch","195","555","3","8","14","4.307692"
"14","Metal Slug 3","120","375","3","5","5","2.5"
"15","Games + Demos","60","450","7","9","4","4"
"16","SMITE","45","180","4","5","3","4"
