"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Twitch Sings","705","10155","14","39","299","25.446808"
"2","Realm Royale Reforged","645","8280","12","30","343","31.906976"
"3","Grand Theft Auto V","615","5865","9","18","129","12.585365"
"4","Super Mario Maker 2","495","6195","10","22","203","24.60606"
"5","Art","180","1545","8","12","60","20"
"6","Deceit","150","2010","13","15","29","11.6"
"7","Animal Crossing: City Folk","105","1005","8","13","35","20"
"8","Alan Wake","90","990","11","15","43","28.666666"
"9","Friday the 13th: The Game","60","1125","18","21","33","33"
"10","Monopoly Plus","45","630","14","16","26","34.666666"
"11","SCUM","45","315","7","8","10","13.333333"
"12","Shotgun Farmers","45","825","18","19","10","13.333333"
"13","Bean Battles","45","810","18","20","28","37.333333"
"14","Super Animal Royale","30","540","18","21","22","44"
"15","Just Chatting","30","405","13","14","11","22"
"16","Farm Together","30","510","17","19","22","44"
"17","Unlisted on Twitch","30","330","11","12","2","4"
