"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Azur Lane","3900","64800","15","33","1417","21.8"
"2","Harvest Moon: Back to Nature","1530","15315","10","17","365","14.313725"
"3","Arknights","75","1320","11","22","13","10.4"
"4","osu!","75","1380","18","25","26","20.8"
"5","Fate/Grand Order","45","585","13","20","17","22.666666"
"6","Unlisted on Twitch","15","75","5","5","2","8"
