"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","PUBG Mobile","1935","8460","3","13","201","6.232558"
"2","Raft","510","1665","3","6","47","5.529411"
"3","Darksiders","150","375","2","4","9","3.6"
"4","Just Chatting","150","690","4","5","20","8"
