"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","1890","13665","6","28","447","14.190476"
"2","Minecraft","540","3090","4","13","84","9.333333"
"3","Rise of the Tomb Raider","330","1200","2","8","33","6"
"4","My Time at Portia","180","1155","9","28","147","49"
"5","Teamfight Tactics","180","1320","10","15","16","5.333333"
"6","Unlisted on Twitch","135","1095","8","10","35","15.555555"
"7","Overcooked! 2","135","795","5","7","11","4.888888"
"8","Dungeons & Dragons","135","660","4","7","15","6.666666"
"9","Borderlands 2","90","270","3","6","16","10.666666"
"10","Dead by Daylight","45","165","3","4","5","6.666666"
"11","Just Chatting","30","210","7","8","7","14"
"12","Surviving Mars","30","165","5","6","13","26"
