"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Minecraft","1740","3900","2","6","150","5.172413"
"2","VRChat","1395","4770","2","40","179","7.698924"
"3","Factorio","255","405","1","3","38","8.941176"
"4","Hollow Knight","255","675","2","5","37","8.705882"
"5","osu!","195","690","3","6","35","10.76923"
"6","Counter-Strike: Global Offensive","180","255","1","4","10","3.333333"
"7","Dauntless","180","405","2","5","17","5.666666"
"8","DOOM","120","180","1","2","11","5.5"
"9","Hellion","105","540","5","7","7","4"
"10","Don't Starve Together","105","435","4","6","9","5.142857"
"11","Viscera Cleanup Detail","90","330","3","4","14","9.333333"
"12","Tom Clancy's Rainbow Six Siege","90","240","2","5","17","11.333333"
"13","Portal","60","225","3","5","8","8"
"14","Avorion","45","180","4","5","1","1.333333"
"15","StarCraft II","15","15","1","1","3","12"
