"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Russian Fishing 4","585","1980","2","8","66","6.76923"
"2","Wolfenstein: Youngblood","465","1125","1","5","22","2.838709"
"3","Apex Legends","375","960","2","5","17","2.72"
"4","Minecraft","300","705","2","7","25","5"
"5","Games + Demos","300","2670","5","72","167","33.4"
"6","F1 2019","240","585","2","4","41","10.25"
"7","World of Tanks","210","540","2","4","21","6"
"8","Pummel Party","165","675","3","10","20","7.272727"
"9","Yu-Gi-Oh! Duel Links","15","30","2","2","1","4"
"10","NBA 2K19","15","30","2","2","6","24"
