"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Minecraft","2850","14550","4","16","600","12.631578"
"2","DARK SOULS II: Scholar of the First Sin","645","2445","3","6","75","6.976744"
"3","Art","390","1680","3","10","76","11.692307"
"4","Just Chatting","330","840","2","5","73","13.272727"
"5","Brawlhalla","165","645","3","6","46","16.727272"
"6","Unlisted on Twitch","150","855","6","9","22","8.8"
"7","Cities: Skylines","135","390","2","4","8","3.555555"
"8","Rocket League","120","270","2","4","7","3.5"
"9","CreativeDestruction","105","585","6","9","34","19.428571"
"10","Lethal League","90","480","5","8","27","18"
"11","Counter-Strike: Global Offensive","75","225","3","4","7","5.6"
"12","ROBLOX","60","90","1","4","11","11"
"13","Terraria","45","120","2","4","7","9.333333"
"14","Fortnite","15","30","2","2","10","40"
