"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Apex Legends","2880","16845","5","12","531","11.0625"
"2","Just Chatting","1380","10530","6","20","540","23.47826"
"3","Fishing Planet","60","165","2","4","13","13"
"4","Battlefield V","60","330","5","7","13","13"
"5","DogFighter","30","195","6","7","4","8"
"6","Ironsight","30","90","3","3","12","24"
