"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Bloodstained: Ritual of the Night","840","2730","2","7","82","5.857142"
"2","The Legend of Zelda: A Link to the Past","660","2115","2","5","31","2.818181"
"3","Assassin's Creed Odyssey","600","1605","2","11","23","2.3"
"4","Heavy Rain","285","1800","5","17","9","1.894736"
"5","The Lion King","285","1800","6","8","20","4.210526"
"6","Super Mario Bros. 3","255","1185","4","8","11","2.588235"
"7","Until Dawn","255","1335","4","8","14","3.294117"
"8","DOOM","240","1635","6","14","15","3.75"
"9","Mega Man 6","165","585","2","6","22","8"
"10","Ninja Gaiden III: The Ancient Ship of Doom","120","345","2","4","7","3.5"
"11","The Disney Afternoon Collection","120","720","6","8","7","3.5"
"12","Retro","105","405","3","8","7","4"
"13","Ninja Gaiden","90","180","2","2","4","2.666666"
"14","Unlisted on Twitch","60","225","3","4","1","1"
"15","BioShock: The Collection","15","30","2","2","0","0"
"16","Super Mario World","15","75","5","5","0","0"
