"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Middle-earth: Shadow of War","1560","45900","28","86","1385","53.26923"
"2","Just Chatting","885","19275","23","109","1436","97.355932"
"3","Ring of Elysium","840","59895","60","512","1698","121.285714"
"4","SimCity","825","23265","26","61","418","30.4"
"5","Tom Clancy's Rainbow Six Siege","390","14370","59","179","247","38"
"6","Apex Legends","195","2580","18","40","162","49.846153"
"7","Oxygen Not Included","180","3765","20","26","63","21"
"8","Grand Theft Auto V","135","2355","17","22","98","43.555555"
"9","SimCity 4","135","2340","17","25","88","39.111111"
"10","The Cycle","105","1725","16","20","149","85.142857"
"11","Wolfenstein: Youngblood","75","3330","44","58","208","166.4"
"12","The Room","45","1590","35","36","5","6.666666"
"13","Wonder Boy III: The Dragon's Trap","30","150","5","9","9","18"
"14","Eets: Munchies","30","405","13","15","17","34"
"15","Realm Royale Reforged","30","360","12","14","11","22"
"16","Battlefield V","30","375","12","13","15","30"
"17","Unlisted on Twitch","15","315","21","21","63","252"
