"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","ARK: Survival Evolved","1290","11955","8","39","468","21.767441"
"2","No Man's Sky","885","9495","10","26","266","18.033898"
"3","Grim Dawn","465","6615","13","34","244","31.48387"
"4","Nowhere Prophet","375","4470","10","19","95","15.2"
"5","ATOM RPG","330","2370","6","10","70","12.727272"
"6","Wolcen: Lords of Mayhem","285","2985","9","14","59","12.421052"
"7","Super Seducer 2","195","1410","6","12","31","9.538461"
"8","The Jackbox Party Pack 5","180","2010","10","16","86","28.666666"
"9","The Forest","150","660","3","7","28","11.2"
"10","PUBG: BATTLEGROUNDS","135","675","5","7","17","7.555555"
"11","Everspace","120","915","7","11","31","15.5"
"12","Jackbox Party Packs","105","1455","14","17","78","44.571428"
"13","The Jackbox Party Pack 4","90","1350","14","18","94","62.666666"
"14","Synth Riders","45","255","5","8","8","10.666666"
"15","Terraria","30","105","3","5","17","34"
