"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Retro","1080","11445","8","30","265","14.722222"
"2","Just Chatting","300","2940","9","32","81","16.2"
"3","Kingdom Come: Deliverance","210","2160","10","15","34","9.714285"
"4","198X","90","720","8","10","11","7.333333"
"5","Dungeons & Dragons","45","150","3","7","5","6.666666"
"6","Two Worlds II","30","75","2","3","12","24"
"7","Beast Quest","30","60","2","3","0","0"
"8","Unlisted on Twitch","30","90","3","4","3","6"
"9","Felix the Cat","15","315","21","21","19","76"
"10","Madden NFL 20","15","60","4","4","0","0"
"11","Metal Gear Solid: The Twin Snakes","15","165","11","11","7","28"
