"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","ARK: Survival Evolved","1260","30255","22","36","735","35"
"2","Minecraft","1185","30045","24","42","830","42.025316"
"3","Stardew Valley","900","20250","21","38","619","41.266666"
"4","Sea of Thieves","795","18105","22","32","492","37.132075"
"5","Resident Evil 2","690","13335","18","30","364","31.652173"
"6","Trover Saves the Universe","360","7635","21","28","196","32.666666"
"7","The Legend of Zelda: Breath of the Wild","345","6270","16","29","133","23.130434"
"8","South Park: The Stick of Truth","345","7935","23","33","249","43.304347"
"9","Jackbox Party Packs","150","3390","22","31","144","57.6"
"10","Super Smash Bros. Ultimate","150","3225","21","27","89","35.6"
"11","Fallout 76","90","2805","31","36","70","46.666666"
"12","Just Chatting","30","570","19","26","43","86"
