"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","The Witcher 3: Wild Hunt","3735","29265","7","20","770","12.369477"
"2","Overwatch","600","3330","5","10","90","9"
"3","The Witcher 2: Assassins of Kings","330","1920","5","10","31","5.636363"
"4","PUBG: BATTLEGROUNDS","285","2025","7","10","60","12.631578"
"5","Disciples II: Dark Prophecy","240","1830","7","10","32","8"
"6","GeoGuessr","120","810","6","9","29","14.5"
"7","Talk Shows & Podcasts","60","360","7","12","31","31"
"8","Layers of Fear","60","375","6","7","10","10"
"9","Heroes of Might and Magic III: The Shadow of Death","60","300","5","7","20","20"
"10","Just Chatting","45","225","6","11","30","40"
"11","Food & Drink","30","285","9","10","8","16"
