"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Tom Clancy's Rainbow Six Siege","1905","10065","4","11","222","6.992125"
"2","DOOM","480","3000","5","13","71","8.875"
"3","Shadow of the Colossus","405","2505","5","10","27","4"
"4","Ring of Elysium","255","1545","5","10","33","7.764705"
"5","Dead by Daylight","150","975","6","11","23","9.2"
"6","Days Gone","135","855","6","12","6","2.666666"
"7","Borderlands 2","135","765","5","7","13","5.777777"
"8","Dota Underlords","90","495","5","9","16","10.666666"
"9","Crash Team Racing Nitro-Fueled","60","315","5","6","1","1"
"10","Hollow Knight","45","270","6","6","13","17.333333"
