"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Tom Clancy's Rainbow Six Siege","1335","8925","6","13","118","5.30337"
"2","The Elder Scrolls V: Skyrim","1050","7005","6","18","111","6.342857"
"3","American Truck Simulator","960","8115","7","12","88","5.5"
"4","Warhammer: Vermintide 2","510","3015","5","11","73","8.588235"
"5","Art","510","3525","6","12","60","7.058823"
"6","Darkest Dungeon","330","2790","8","12","44","8"
"7","Borderlands 2","315","2235","6","10","16","3.047619"
"8","Stardew Valley","300","1725","4","7","24","4.8"
"9","PUBG Mobile","285","1530","4","9","38","8"
"10","Ring of Elysium","195","855","3","7","15","4.615384"
"11","PAYDAY 2","165","1320","8","10","29","10.545454"
"12","Left 4 Dead 2","75","420","5","7","6","4.8"
"13","Retro","60","330","5","7","18","18"
"14","DOOM","60","405","6","7","10","10"
"15","Halo: Combat Evolved","45","180","4","5","8","10.666666"
"16","DiRT Rally","45","405","9","9","11","14.666666"
"17","Borderlands","30","135","4","6","0","0"
