"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","2535","121050","47","122","1510","35.739644"
"2","Subnautica: Below Zero","825","37785","43","67","559","40.654545"
"3","PUBG: BATTLEGROUNDS","660","33990","50","96","548","49.818181"
"4","Grand Theft Auto V","600","19515","34","64","608","60.8"
"5","Ring of Elysium","435","20970","48","62","551","76"
"6","Just Chatting","285","13095","40","107","316","66.526315"
"7","Call of Duty: Black Ops III","240","15090","62","72","98","24.5"
"8","Call of Duty: Black Ops 4","180","9075","46","82","105","35"
"9","Apex Legends","150","3960","26","52","41","16.4"
"10","Deep Rock Galactic","120","5175","43","53","47","23.5"
"11","Minecraft","90","4035","44","57","33","22"
"12","Beyond: Two Souls","90","6870","76","108","32","21.333333"
"13","Thief Simulator","15","645","43","43","0","0"
