"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Raft","540","3840","7","15","61","6.777777"
"2","Space Station 13","510","2505","4","9","34","4"
"3","Dota Underlords","450","2250","6","11","13","1.733333"
"4","Hearthstone","360","1650","3","7","31","5.166666"
"5","Science & Technology","345","1485","4","8","48","8.347826"
"6","Transistor","315","2070","6","11","28","5.333333"
"7","Starbound","285","2385","7","15","101","21.263157"
"8","Automachef","225","1215","5","9","25","6.666666"
"9","Streets of Rogue","165","600","3","6","6","2.181818"
"10","Teamfight Tactics","135","630","4","5","6","2.666666"
"11","Ori and the Blind Forest","135","195","1","2","8","3.555555"
"12","Retro","135","585","4","7","14","6.222222"
"13","Sigma Theory: Global Cold War","120","315","2","4","4","2"
"14","Arma 3","60","240","4","5","3","3"
"15","Battle Chef Brigade","60","375","6","7","1","1"
"16","Lethis: Path of Progress","45","225","4","7","3","4"
"17","Escape from Tarkov","45","255","5","6","1","1.333333"
"18","Hollow Knight","30","315","10","11","2","4"
