"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Dota Underlords","2055","44325","22","36","872","25.459854"
"2","Metro Exodus","1215","27960","23","53","518","25.580246"
"3","Salt and Sanctuary","885","22170","24","48","395","26.779661"
"4","Wolfenstein II: The New Colossus","510","13935","28","40","259","30.470588"
"5","Shovel Knight","450","8295","19","32","234","31.2"
"6","Resident Evil 0","390","8475","19","44","180","27.692307"
"7","Bulletstorm: Full Clip Edition","345","8535","24","35","180","31.304347"
"8","Blazing Chrome","255","7755","37","48","150","35.294117"
"9","Vane","210","4800","22","27","109","31.142857"
"10","Games + Demos","195","8580","44","57","143","44"
"11","DEVOTION","165","3915","28","41","112","40.727272"
"12","Bear With Me","120","3075","25","28","68","34"
"13","Nancy Drew: The Phantom of Venice","60","2010","33","35","85","85"
"14","Way of the Samurai 4","60","2400","40","47","16","16"
"15","The Sinking City","45","1905","42","44","26","34.666666"
"16","Teamfight Tactics","30","975","32","33","27","54"
"17","Yuppie Psycho","15","480","32","32","20","80"
"18","Kingdom Come: Deliverance","15","525","35","35","58","232"
