"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Forza Horizon 4","4140","79230","18","37","1697","24.594202"
"2","Apex Legends","1215","8115","6","13","187","9.234567"
"3","Brawlhalla","210","1920","8","14","180","51.428571"
"4","Grand Theft Auto V","180","1965","10","15","33","11"
"5","PUBG: BATTLEGROUNDS","180","1425","7","10","22","7.333333"
"6","Call of Duty: Black Ops 4","180","1680","8","14","44","14.666666"
"7","Unlisted on Twitch","105","630","6","9","8","4.571428"
"8","NBA 2K19","75","570","7","10","33","26.4"
"9","Battlefield 1","45","435","9","11","14","18.666666"
"10","Forza Horizon 3","15","330","22","22","9","36"
