"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Apex Legends","2790","6090","1","7","171","3.677419"
"2","The Witcher 3: Wild Hunt","2310","6360","2","6","94","2.441558"
"3","Danganronpa: Trigger Happy Havoc","465","1350","2","5","24","3.096774"
"4","Half-Life 2","375","1725","4","6","32","5.12"
"5","Just Chatting","225","885","4","7","17","4.533333"
"6","PAYDAY 2","180","690","3","7","25","8.333333"
"7","Counter-Strike: Global Offensive","165","630","3","7","21","7.636363"
"8","Minecraft","135","840","6","10","11","4.888888"
"9","Battalion 1944","90","255","2","5","3","2"
"10","BioShock","75","195","2","4","3","2.4"
"11","Spore","45","150","3","4","3","4"
"12","Teamfight Tactics","45","180","4","5","7","9.333333"
"13","League of Legends","30","150","5","5","2","4"
