"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","World of Warcraft","8310","74490","7","20","1177","8.498194"
"2","MechWarrior Online","390","3015","7","11","212","32.615384"
"3","Phantasy Star Online 2","330","5415","15","24","160","29.090909"
"4","Starbound","315","4125","10","17","138","26.285714"
"5","No Man's Sky","315","3315","11","18","201","38.285714"
"6","Makers & Crafting","210","1365","6","10","88","25.142857"
"7","Destiny 2","180","1155","6","10","59","19.666666"
"8","Enter the Gungeon","120","1125","9","13","22","11"
"9","Star Wars Battlefront II","120","1170","9","13","32","16"
"10","Indiana Jones and the Fate of Atlantis","90","810","9","10","7","4.666666"
"11","Special Events","15","150","10","10","7","28"
"12","Warface","15","105","7","7","6","24"
