"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Banjo-Kazooie","1290","22230","17","28","448","20.837209"
"2","Banjo-Tooie","1290","19380","15","22","399","18.558139"
"3","Fable III","1200","25710","20","36","566","28.3"
"4","Conker's Bad Fur Day","585","12600","20","31","207","21.230769"
"5","Moonlighter","555","11310","20","28","178","19.243243"
"6","Viva Piñata","465","6945","16","21","111","14.32258"
"7","Reventure","270","4695","16","21","77","17.111111"
"8","MySims","195","3240","16","24","61","18.76923"
"9","Road Rash 64","120","1200","10","12","17","8.5"
"10","Yoshi's Story","105","1575","15","22","46","26.285714"
"11","Slime Rancher","60","1140","19","22","22","22"
