"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","The Seven Deadly Sins: Grand Cross","10590","971670","89","181","27184","154.016997"
"2","Elune","1995","303825","139","234","6669","200.571428"
"3","Epic Seven","1140","319125","240","485","7977","419.842105"
"4","Assassin's Creed Odyssey","960","60405","62","88","1398","87.375"
"5","South Park: The Stick of Truth","750","53895","71","85","1536","122.88"
"6","Games + Demos","615","83685","135","174","1887","184.09756"
"7","Resident Evil 7: Biohazard","540","42090","76","100","943","104.777777"
"8","Teamfight Tactics","165","17175","104","133","274","99.636363"
"9","Unlisted on Twitch","135","9975","73","98","375","166.666666"
"10","Katana ZERO","90","4425","49","66","280","186.666666"
"11","Mega Man 11","75","7290","97","103","215","172"
"12","Street Fighter 25th Anniversary Collector's Set","30","2100","70","74","156","312"
