"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Grim Dawn","420","9690","22","32","453","64.714285"
"2","Apex Legends","420","8085","18","28","133","19"
"3","Tower Unite","405","5985","14","20","97","14.37037"
"4","Grand Theft Auto V","375","8175","21","30","109","17.44"
"5","Half-Life 2","360","6150","12","31","112","18.666666"
"6","Overwatch","345","5685","14","26","94","16.347826"
"7","Marvel Ultimate Alliance 3: The Black Order","345","5190","12","22","110","19.130434"
"8","Crash Team Racing Nitro-Fueled","255","3315","12","20","93","21.882352"
"9","Minecraft","225","3510","11","29","98","26.133333"
"10","Talk Shows & Podcasts","225","3900","16","26","66","17.6"
"11","Super Mario Maker 2","150","2265","14","23","42","16.8"
"12","Moonlighter","135","2340","17","25","58","25.777777"
"13","Warframe","135","2115","15","17","37","16.444444"
"14","Team Fortress 2","90","1095","12","19","17","11.333333"
"15","Garry's Mod","90","1515","16","18","14","9.333333"
"16","A Hat in Time","60","990","16","19","14","14"
"17","House Flipper","60","1035","17","18","18","18"
"18","Black Desert","45","855","19","20","28","37.333333"
"19","American Truck Simulator","30","345","11","13","0","0"
"20","God of War","30","285","9","10","5","10"
"21","Rise of Nations: Extended Edition","15","225","15","15","0","0"
