"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Super Mario Maker 2","660","28260","38","69","585","53.181818"
"2","Sea of Thieves","375","23130","56","89","582","93.12"
"3","Incredible Crisis","120","5400","45","61","79","39.5"
"4","Dauntless","90","7530","83","95","119","79.333333"
"5","Rugrats: Search for Reptar","45","1080","24","28","17","22.666666"
"6","Unlisted on Twitch","30","855","28","29","32","64"
