"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Twitch Sings","750","8250","10","34","211","16.88"
"2","Dragon Age: Origins","435","4620","10","19","129","17.793103"
"3","The Jackbox Party Pack 4","360","7470","19","26","258","43"
"4","American Truck Simulator","300","3990","13","23","122","24.4"
"5","The Jackbox Party Pack 5","285","4530","16","25","154","32.421052"
"6","Jackbox Party Packs","255","4485","17","27","223","52.470588"
"7","Claire","225","2805","12","18","58","15.466666"
"8","The Blackout Club","225","3060","13","25","91","24.266666"
"9","Don't Starve Together","210","2595","12","20","68","19.428571"
"10","Graveyard Keeper","180","2550","14","19","70","23.333333"
"11","Drawful 2","165","3180","20","26","57","20.727272"
"12","Art","165","1740","10","16","45","16.363636"
"13","Unlisted on Twitch","135","1335","9","13","40","17.777777"
"14","Zoombinis","120","1005","8","13","17","8.5"
"15","The Jackbox Party Pack 2","105","1905","18","25","142","81.142857"
"16","Cuphead","105","1365","13","16","38","21.714285"
"17","The Forest","75","495","6","11","35","28"
