"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Tom Clancy's Rainbow Six Siege","3195","49395","15","28","839","15.755868"
"2","Fortnite","930","12810","12","24","158","10.193548"
"3","Rocket League","165","2115","12","20","38","13.818181"
"4","Dead by Daylight","120","1275","10","15","34","17"
"5","Gears of War 4","105","1260","11","15","30","17.142857"
"6","Minecraft","60","810","13","15","15","15"
"7","Sea of Thieves","60","930","15","18","11","11"
"8","Gears 5","45","315","7","9","6","8"
"9","PUBG: BATTLEGROUNDS","15","135","9","9","6","24"
"10","Call of Duty: Black Ops 4","15","165","11","11","6","24"
