"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Grim Fandango","360","675","1","3","18","3"
"2","Apex Legends","105","165","1","3","15","8.571428"
"3","Trover Saves the Universe","75","90","1","2","0","0"
"4","Party Hard 2","60","120","1","3","15","15"
"5","Tom Clancy's Rainbow Six Siege","60","75","1","2","3","3"
"6","Krunker","45","60","1","2","2","2.666666"
"7","Just Chatting","45","60","1","2","9","12"
"8","Keep Talking and Nobody Explodes","30","45","1","2","1","2"
"9","Grand Theft Auto V","30","90","3","3","9","18"
"10","Fortnite","15","15","1","1","0","0"
