"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Counter-Strike: Global Offensive","1545","1785","0","4","134","5.203883"
"2","S.T.A.L.K.E.R.: Call of Pripyat","585","810","1","3","86","8.820512"
"3","Need for Speed: Underground 2","210","255","1","2","7","2"
"4","Euro Truck Simulator 2","195","255","1","2","16","4.923076"
"5","HITMAN 2","105","105","1","1","4","2.285714"
"6","Crysis","90","90","0","2","1","0.666666"
"7","Sniper Elite 4","90","105","1","2","2","1.333333"
"8","World of Tanks","90","90","1","1","3","2"
"9","Tom Clancy's Rainbow Six Siege","15","15","1","1","0","0"
