"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Overwatch","885","6060","6","19","154","10.440677"
"2","Just Chatting","690","18750","27","83","248","21.565217"
"3","Star Wars Battlefront II","525","4110","7","29","84","9.6"
"4","The Ultimate DOOM","525","4230","8","12","46","5.257142"
"5","Elite: Dangerous","345","2265","5","10","59","10.260869"
"6","Apex Legends","270","1995","8","11","57","12.666666"
"7","PUBG: BATTLEGROUNDS","270","1800","6","9","26","5.777777"
"8","theHunter: Call of the Wild","240","2085","8","13","52","13"
"9","DOOM","210","1440","7","9","37","10.571428"
"10","White Noise 2","120","1020","8","12","30","15"
"11","Fishing Planet","120","1350","11","13","27","13.5"
"12","Wolfenstein: Youngblood","75","375","5","7","17","13.6"
"13","SCUM","60","435","7","11","22","22"
"14","Battlefield V","30","225","7","9","7","14"
