"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","PUBG: BATTLEGROUNDS","1710","2310","0","8","145","5.087719"
"2","Unlisted on Twitch","90","60","0","3","2","1.333333"
