"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Teamfight Tactics","210","3510","22","35","3","0.857142"
"2","Fortnite","180","3165","16","28","24","8"
"3","Overwatch","120","675","6","10","11","5.5"
"4","Mobile Legends: Bang Bang","120","1710","14","21","9","4.5"
"5","Apex Legends","75","1590","20","24","10","8"
