"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Dead by Daylight","2355","15825","6","19","308","7.847133"
"2","Rocket League","1305","7620","5","14","158","7.264367"
"3","Crash Team Racing Nitro-Fueled","705","3495","4","10","147","12.510638"
"4","Apex Legends","480","2400","4","10","106","13.25"
"5","FIFA 19","435","2340","5","12","109","15.034482"
"6","Fortnite","375","1785","4","7","52","8.32"
"7","Just Chatting","165","1065","6","13","68","24.727272"
"8","eFootball PES 2020","135","1470","10","19","35","15.555555"
"9","Batman: The Enemy Within","105","405","3","5","13","7.428571"
"10","TrackMania Turbo","105","480","4","6","13","7.428571"
"11","Titan Souls","90","570","6","9","30","20"
"12","Borderlands 2","90","255","2","5","2","1.333333"
"13","Unlisted on Twitch","60","555","9","13","30","30"
