"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","NieR: Automata","1590","31950","19","41","667","25.169811"
"2","Teamfight Tactics","720","19200","27","61","331","27.583333"
"3","Rakuen","375","8250","21","51","236","37.76"
"4","Super Mario Maker 2","285","9900","29","130","189","39.789473"
"5","Portal 2","255","4890","19","34","116","27.294117"
"6","Totally Accurate Battle Simulator","255","10800","42","61","187","44"
"7","Shovel Knight","225","3075","14","18","55","14.666666"
"8","For the King","195","6900","33","42","109","33.538461"
"9","Emily Is Away Too","195","2805","14","26","70","21.538461"
"10","What Remains of Edith Finch","135","2265","16","21","32","14.222222"
"11","Totally Reliable Delivery Service","90","2685","29","32","35","23.333333"
"12","Pet the Pup at the Party","75","2160","28","35","146","116.8"
"13","Emily is Away","75","1110","14","19","31","24.8"
"14","Outer Wilds","60","705","11","20","31","31"
"15","Just Chatting","45","585","9","27","107","142.666666"
"16","Twitch Sings","45","1290","30","34","17","22.666666"
"17","Art","30","780","26","26","12","24"
