"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Tom Clancy's Rainbow Six Siege","1665","6465","3","11","573","20.648648"
"2","PUBG: BATTLEGROUNDS","285","585","1","6","101","21.263157"
"3","Grand Theft Auto V","180","390","1","5","61","20.333333"
"4","Overcooked! 2","165","525","2","7","33","12"
"5","Age of Empires II","105","315","3","4","29","16.571428"
"6","Cities: Skylines","90","540","4","12","34","22.666666"
"7","Prison Architect","45","180","4","5","25","33.333333"
"8","Unlisted on Twitch","30","15","0","1","3","6"
"9","Cooking Simulator","30","45","1","2","4","8"
"10","Alliance of Valiant Arms","15","30","2","2","16","64"
