"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Apex Legends","2175","13335","6","17","380","10.482758"
"2","Halo 5: Guardians","1350","14565","7","29","372","16.533333"
"3","Teamfight Tactics","480","2670","5","12","53","6.625"
"4","Friday the 13th: The Game","195","2700","13","17","50","15.384615"
"5","South Park: The Fractured But Whole","105","915","8","10","18","10.285714"
"6","Just Chatting","105","1395","13","19","97","55.428571"
"7","Outlast II","60","345","5","7","14","14"
"8","Unlisted on Twitch","30","195","6","7","25","50"
"9","Fortnite","15","195","13","13","15","60"
