"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Resident Evil 2","990","100620","72","646","2324","140.848484"
"2","Resident Evil 5","735","28110","36","56","556","45.387755"
"3","Resident Evil Code: Veronica","540","20445","35","70","497","55.222222"
"4","FINAL FANTASY IX","480","16965","34","48","373","46.625"
"5","Resident Evil 7: Biohazard","330","19230","58","93","411","74.727272"
"6","Resident Evil 2","300","25905","82","302","548","109.6"
"7","Just Chatting","225","10350","41","86","554","147.733333"
"8","SCP: Secret Laboratory","165","6135","37","42","156","56.727272"
"9","FINAL FANTASY VII","165","12585","76","108","494","179.636363"
"10","Resident Evil Code: Veronica X HD","150","4335","28","55","156","62.4"
"11","Resident Evil 4","75","3630","48","52","103","82.4"
"12","Resident Evil","60","4875","81","155","122","122"
"13","Tekken 7","45","2940","65","68","24","32"
"14","Unlisted on Twitch","15","720","48","48","89","356"
