"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Ori and the Blind Forest","450","4185","8","13","113","15.066666"
"2","The Witcher 3: Wild Hunt","360","3975","11","18","122","20.333333"
"3","Subnautica","255","2640","8","17","30","7.058823"
"4","Just Chatting","180","2055","8","25","101","33.666666"
"5","Fallout 3","150","1725","11","14","26","10.4"
"6","The Elder Scrolls V: Skyrim","135","1905","14","18","52","23.111111"
"7","Last Day of June","135","1290","9","12","31","13.777777"
"8","Hollow Knight","120","1575","13","18","38","19"
"9","The Witness","120","1275","10","15","27","13.5"
"10","Assassin's Creed Origins","30","285","9","11","13","26"
