"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","PUBG: BATTLEGROUNDS","450","10275","21","36","260","34.666666"
"2","Tom Clancy's Rainbow Six Siege","390","7650","19","38","212","32.615384"
"3","Counter-Strike: Global Offensive","285","5805","18","32","194","40.842105"
"4","Dead by Daylight","195","4815","24","35","80","24.615384"
"5","Sea of Thieves","90","1545","17","27","20","13.333333"
"6","Apex Legends","90","1935","18","35","76","50.666666"
"7","The Forest","75","915","13","20","31","24.8"
"8","League of Legends","75","1545","19","29","106","84.8"
"9","Love, Sam","60","1155","19","26","10","10"
"10","Just Chatting","45","960","21","25","35","46.666666"
"11","Travel & Outdoors","30","120","4","5","0","0"
"12","Grand Theft Auto V","15","405","27","27","0","0"
