"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Tom Clancy's Rainbow Six Siege","1965","10695","4","12","296","9.038167"
"2","Teamfight Tactics","960","4395","3","7","93","5.8125"
"3","League of Legends","870","5445","5","12","95","6.551724"
"4","Just Chatting","780","5115","5","11","136","10.461538"
"5","Monster Hunter: World","690","4695","6","10","64","5.565217"
"6","PUBG: BATTLEGROUNDS","435","2715","5","10","40","5.517241"
"7","Minecraft","285","1770","6","8","34","7.157894"
"8","osu!","195","1245","6","9","34","10.461538"
"9","Dead by Daylight","150","645","4","5","16","6.4"
"10","Ironsight","105","465","4","6","13","7.428571"
"11","Ring of Elysium","45","165","3","4","3","4"
"12","Hearthstone","30","225","7","8","25","50"
