"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Hearthstone","2310","42945","18","27","1034","26.857142"
"2","Jackbox Party Packs","1140","26520","22","37","1020","53.68421"
"3","Teamfight Tactics","510","8775","16","21","244","28.705882"
"4","Dead by Daylight","225","4020","17","26","133","35.466666"
"5","FTL: Faster Than Light","135","1935","14","16","40","17.777777"
"6","Don't Starve Together","120","2880","24","34","99","49.5"
"7","Stardew Valley","90","1755","19","22","84","56"
"8","RimWorld","75","1335","17","19","70","56"
"9","The Witcher 3: Wild Hunt","30","510","17","22","33","66"
"10","Oxygen Not Included","15","240","16","16","28","112"
