"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","2115","8205","3","14","148","4.198581"
"2","Tom Clancy's Rainbow Six Siege","645","1515","2","4","58","5.395348"
"3","Call of Duty: Black Ops","405","2685","5","16","91","13.481481"
"4","Just Chatting","360","915","1","6","27","4.5"
"5","Call of Duty: Black Ops 4","240","390","1","2","11","2.75"
"6","Call of Duty: Modern Warfare 2","150","405","2","4","14","5.6"
"7","Wolfenstein: Youngblood","120","195","1","3","3","1.5"
"8","Mad Max","105","120","1","2","5","2.857142"
"9","Minecraft","75","75","1","1","3","2.4"
"10","Call of Duty: Black Ops II","60","120","2","4","9","9"
"11","Music","45","120","3","4","4","5.333333"
"12","Call of Duty: Modern Warfare 3","15","30","2","2","0","0"
"13","ASMR","15","30","2","2","4","16"
