"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Teamfight Tactics","795","9405","11","20","221","16.679245"
"2","Stardew Valley","570","10200","16","29","209","22"
"3","Borderlands","210","2535","12","16","62","17.714285"
"4","Warframe","210","2970","14","21","44","12.571428"
"5","Rakuen","195","1860","9","13","46","14.153846"
"6","Project Winter","165","2610","15","19","55","20"
"7","Just Chatting","150","1230","8","13","14","5.6"
"8","Golf With Your Friends","135","1590","11","14","32","14.222222"
"9","Minecraft","15","165","11","11","15","60"
