"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Detroit: Become Human","810","51375","53","105","1018","75.407407"
"2","FINAL FANTASY VII","795","37935","47","68","543","40.981132"
"3","Shadow of the Colossus","600","25455","40","66","622","62.2"
"4","Resident Evil 2","600","38040","69","92","923","92.3"
"5","Bloodstained: Ritual of the Night","465","21540","46","83","363","46.838709"
"6","Luigi's Mansion","435","21210","48","67","438","60.413793"
"7","Fallout 4","195","11910","61","74","258","79.384615"
"8","Resident Evil 2","195","11940","55","93","243","74.76923"
"9","Resident Evil 3: Nemesis","180","11325","62","83","269","89.666666"
"10","Guitar Hero III: Legends of Rock","150","7155","47","57","221","88.4"
"11","Castlevania: Symphony of the Night","75","3150","42","58","119","95.2"
"12","Resident Evil","75","5565","74","81","78","62.4"
"13","Crash Bandicoot N. Sane Trilogy","75","5745","74","88","178","142.4"
"14","Castlevania: Bloodlines","60","5040","84","88","142","142"
"15","The Last Guardian","60","2595","43","51","35","35"
"16","Haunting Ground","45","2820","62","65","106","141.333333"
"17","EarthBound","15","600","40","40","35","140"
"18","Castlevania III: Dracula's Curse","15","1080","72","72","24","96"
"19","Super Castlevania IV","15","1140","76","76","24","96"
"20","Just Chatting","15","750","50","50","0","0"
