"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","World of Warcraft","4275","11465460","2611","7654","401532","5635.536842"
"2","Just Chatting","2415","5492730","2037","6602","220335","5474.16149"
"3","Outlast","915","1778700","1996","4072","66373","4352.327868"
"4","Half-Life 2","870","1758975","1892","3121","46154","3183.034482"
"5","Warcraft III","780","1698525","2248","2713","55428","4263.692307"
"6","Amnesia: The Dark Descent","675","1497000","2264","3090","35708","3174.044444"
"7","Madden NFL 20","675","943725","1340","1832","41503","3689.155555"
"8","Dauntless","120","136185","1134","1216","3467","1733.5"
"9","PUBG: BATTLEGROUNDS","15","28410","1894","1894","2655","10620"
"10","Half-Life 2: Episode One","15","23910","1594","1594","1340","5360"
