"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Retro","2070","14865","6","16","425","12.31884"
"2","Sekiro: Shadows Die Twice","780","3930","4","11","126","9.692307"
"3","Counter-Strike: Global Offensive","585","4080","7","12","101","10.358974"
"4","Rocket League","480","3915","7","15","160","20"
"5","I Am Setsuna","450","2550","5","10","79","10.533333"
"6","Metal Gear Rising: Revengeance","435","1935","2","7","28","3.862068"
"7","Need for Speed: Underground 2","405","2820","6","21","70","10.37037"
"8","Street Fighter V","300","1440","5","12","54","10.8"
"9","Tales of Vesperia","255","735","2","5","20","4.705882"
"10","Mario Kart 8","255","1110","4","7","43","10.117647"
"11","Overcooked! 2","165","645","5","7","25","9.090909"
"12","Just Chatting","165","450","1","4","19","6.90909"
"13","Max Payne","165","2370","12","21","22","8"
"14","Resident Evil 5","105","525","5","8","18","10.285714"
"15","Far Cry 5","90","345","3","5","12","8"
"16","FINAL FANTASY VII","75","330","4","6","6","4.8"
"17","Dissidia Final Fantasy NT","60","75","1","2","3","3"
"18","Saint Seiya: Awakening","60","195","3","4","8","8"
"19","Need for Speed: Carbon","30","540","18","19","1","2"
"20","Metal Gear Solid V: The Phantom Pain","30","75","2","3","0","0"
"21","FINAL FANTASY XV","15","30","2","2","1","4"
