"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Xenoblade Chronicles 2","1095","54750","49","74","823","45.09589"
"2","Detroit: Become Human","645","47400","74","114","745","69.302325"
"3","Dragon Quest Builders 2","645","34230","54","67","607","56.465116"
"4","Eternal Darkness: Sanity's Requiem","585","31410","54","67","399","40.923076"
"5","Just Chatting","405","28890","58","96","389","57.629629"
"6","Super Smash Bros. Ultimate","210","11205","53","70","177","50.571428"
"7","Fallout 3","195","11370","58","73","162","49.846153"
"8","Dark Souls","150","13080","87","106","187","74.8"
"9","Talk Shows & Podcasts","105","465","4","9","13","7.428571"
"10","F-Zero GX","90","3540","39","51","116","77.333333"
"11","KILL la KILL: IF","75","4365","58","70","92","73.6"
"12","Resident Evil: Revelations","45","2040","45","51","37","49.333333"
