"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Teamfight Tactics","3795","231975","57","117","3983","62.972332"
"2","The Surge","1185","56175","45","79","1164","58.936708"
"3","Lisa","1155","63510","52","161","1403","72.883116"
"4","Destiny 2","645","30210","48","97","663","61.674418"
"5","Unlisted on Twitch","435","23880","55","76","741","102.206896"
"6","Void Bastards","435","32490","67","253","934","128.827586"
"7","Wolfenstein: Youngblood","300","12525","42","65","327","65.4"
"8","Apex Legends","165","6285","38","44","198","72"
"9","Just Chatting","150","5385","31","61","150","60"
"10","Fortnite","30","1455","48","49","65","130"
