"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","PUBG: BATTLEGROUNDS","3555","16800","4","18","351","5.92405"
"2","Green Hell","2805","28065","9","186","675","14.438502"
"3","The Sims 4","1815","15720","7","60","387","12.793388"
"4","Rise of the Tomb Raider","1035","3630","2","10","85","4.927536"
"5","Hollow Knight","795","3210","3","9","54","4.075471"
"6","Last Day of June","315","1230","3","8","19","3.619047"
"7","World War Z","315","2865","9","17","61","11.619047"
"8","Fortnite","105","630","6","9","5","2.857142"
"9","Call of Duty: Black Ops 4","105","780","7","9","7","4"
"10","Volt: Battery on the Loose","45","165","3","5","4","5.333333"
"11","Warframe","30","60","2","2","5","10"
