"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","1260","16590","6","390","399","19"
"2","Dota 2","945","1830","1","5","104","6.603174"
"3","Wolcen: Lords of Mayhem","465","1050","1","8","55","7.096774"
"4","The Witcher 3: Wild Hunt","375","1275","3","9","46","7.36"
"5","Limbo","315","1035","3","5","31","5.904761"
"6","Last Day of June","240","555","2","5","34","8.5"
"7","Path of Exile","105","270","2","4","6","3.428571"
"8","League of Legends","90","300","3","4","3","2"
"9","SteamWorld Quest: Hand of Gilgamech","75","180","2","4","18","14.4"
"10","Counter-Strike: Global Offensive","60","180","3","3","16","16"
